event,date,page_url,pdf_url
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18116,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_07.28.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18116,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._07.16.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18121,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/08.25.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18121,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._08.11.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18121,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_08.25.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16366,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/5-27-2025_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16366,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/emergency_mtg._05.15.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16366,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._05.12.25_-_copy.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16366,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_05.27.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16366,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/milton_contract_recreation_activities_2025.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16366,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/milton_library_contract_2025.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16366,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/milton_pool_contract_2025.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16366,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/saratoga_sod_20250527_152102.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16371,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._06.09.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16371,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_06.23.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16371,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/06.23.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18676,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._09.08.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18676,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/9-22-25_attachments.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/18676,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_09.22.25_fsr_with_abstract_numbers.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16376,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/att_7-28-2025.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16376,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._07.28.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16376,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_07.28.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19706,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._10.14.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19706,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_10.27.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/19706,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/10.27.25_att_fixed.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/18996,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/10.27.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/18996,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._10.14.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/18996,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_10.27.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/18741,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._09.08.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/18741,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/9-22-25_attachments.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/18741,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_09.22.25_fsr_with_abstract_numbers.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/19086,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/10.27.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/19086,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._10.14.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/19086,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_10.27.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/19151,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._10.14.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/19151,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_10.27.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 27, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/19151,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/10.27.25_att_fixed.pdf
Village of Ballston Spa Park and Tree Board,"May 20, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16701,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/park_and_tree_agenda_5.20.25.pdf
ZBA Continuation Meeting,"May 15, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17271,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/transmit_revised_plans_for_zba_application_for_info_pkt_1.pdf
ZBA Continuation Meeting,"May 15, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17271,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/30_john_st_info_pkt_4.14.25_2.pdf
ZBA Continuation Meeting,"May 15, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17271,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/5.15.25_zba_agenda_0.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 12, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15936,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/05.12.25_att_2_of_2.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 12, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15936,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/05.12.25_att_1_of_2.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 12, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15936,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_05.12.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"May 12, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15936,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._04.28.25_0.pdf
Historic District Commission Meeting,"May 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17046,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/hdc_meeting_agenda_for_5.8.25.pdf
Committee on the Arts Meeting,"May 7, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17256,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/5.7.2025_coa_meeting_agenda.pdf
Zoning Board of Appeals Meeting,"April 30, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17151,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/4.30.25_zba_agenda.pdf
Zoning Board of Appeals Meeting,"April 30, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17151,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/transmit_revised_plans_for_zba_application_for_info_pkt.pdf
Zoning Board of Appeals Meeting,"April 30, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17151,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/30_john_st_info_pkt_4.14.25.pdf
Zoning Board of Appeals Meeting,"April 30, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17151,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/info_packet_32_kent_st_pergola.pdf
Zoning Board of Appeals Meeting,"April 30, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17151,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/3.26.25_zba_minutes_-_draft.pdf
Village of Ballston Spa Board of Trustees Meeting,"April 28, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16361,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/budget_workshop_04.21.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"April 28, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16361,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/04.28.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"April 28, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16361,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/board_minutes_4.14.25_revised.pdf
Village of Ballston Spa Board of Trustees Meeting,"April 28, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16361,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_04.28.25_fsr.pdf
Poetry Performance Reading,"April 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16846,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2025_poetry_month_flier_1.pdf
Village of Ballston Spa Workshop on the Tentative Budget,"April 21, 2025 - 7:00pm",https://www.ballstonspa.gov/board-trustees/events/17106,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_04.21.25_fsr.pdf
Village of Ballston Spa Park and Tree Board,"April 15, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16696,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/park_and_tree_agenda_4.15.25.pdf
Poetry Writing Workshop,"April 12, 2025 - 9:30am",https://www.ballstonspa.gov/home/events/16841,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2025_poetry_month_flier_0.pdf
BOA Meeting,"April 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17021,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_-_committee_meeting_3.pdf
Poetry Open Mic Night,"April 9, 2025 - 6:00pm",https://www.ballstonspa.gov/home/events/16836,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2025_poetry_month_flier.pdf
Board of Ethics Meeting,"April 9, 2025 - 10:00am",https://www.ballstonspa.gov/home/events/17016,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda-04.09.25.pdf
ReZoning Public Forum Meeting,"April 3, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15616,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/ballston_spa_proposed_zoning_map_03.18.25.2.pdf
ReZoning Public Forum Meeting,"April 3, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15616,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/ballston_spa_zoning_code_draft_03.17.25.pdf
Committee on the Arts Meeting,"April 2, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16986,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/4.2.2025_coa_meeting_agenda.pdf
Historic District Commission Meeting,"April 2, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/17001,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_for_april_2_2025_meeting_7_pm.pdf
Zoning Board of Appeals Meeting,"March 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16811,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/3.26.25_zba_agenda.pdf
Zoning Board of Appeals Meeting,"March 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16811,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/info_packet_36_chapman_st.pdf
Village of Ballston Spa Board of Trustees Meeting,"March 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16356,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/03.24.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"March 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16356,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._03.10.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"March 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16356,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_03.24.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"March 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16356,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/25_cathedral_octagon_gazebo_details.pdf
Village of Ballston Spa Board of Trustees Meeting,"March 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16356,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/25_cathedral_octagon_gazebo_foundation.pdf
Village of Ballston Spa Board of Trustees Meeting,"March 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16356,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/full_specs_3.18.2025_0.pdf
Committee on the Arts Meeting,"March 19, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16676,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/3.19.2025_coa_meeting_agenda.pdf
Village of Ballston Spa Park and Tree Board,"March 18, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16691,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/park_and_tree_agenda_3.18.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"March 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15926,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/03.10.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"March 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15926,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_03.10.25_fsr_0.pdf
Village of Ballston Spa Board of Trustees Meeting,"March 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15926,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._02.24.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"March 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15926,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/statement_regarding_payment_to_lumac.trusteebenbaskin.pdf
Committee on the Arts Meeting,"March 5, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16671,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/3.05.2025_coa_meeting_agenda.pdf
Historic District Commission Meeting,"February 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16656,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/hdc_meeting_agenda_2.27.25.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/appeal_ltr_lewis.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/31-33_malta_ave_prelim_proposed_plot_plan_1-22-25_1.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/new_info_packet_31-33_malta_ave.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/appeal_ltr_stephenson.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/amended_appeal_ltr_lewis.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2.26.25_zba_agenda.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/lewis_poa.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/cover_letter_stephenson.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/cover_letter_lewis.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/appeal_notice_stephenson.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/appeal_notice_lewis.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/appeal_application_stephenson_lewis.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/updated_info_from_g_stephenson1.22.25.pdf
Zoning Board of Appeals Meeting,"February 26, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16506,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/planning_board_minutes_10.9.24_-_approved.pdf
Village of Ballston Spa Board of Trustees Meeting,"February 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16351,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/02.24.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"February 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16351,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._02.10.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"February 24, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16351,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_02.24.25_fsr.pdf
Committee on the Arts Meeting,"February 19, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16521,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2.19.2025_coa_meeting_agenda.pdf
Park and Tree Meeting,"February 18, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16616,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/park_and_tree_agenda_2.18.25.pdf
Planning Board Meeting,"February 12, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16496,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2.12.25_meeting_agenda.pdf
Village of Ballston Spa Board of Trustees Meeting,"February 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15921,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/02.10.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"February 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15921,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_02.10.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"February 10, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15921,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._01.27.25.pdf
Historic District Commission Meeting,"February 5, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16471,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/hdc_agenda_2.5.25.pdf
Committee on the Arts Meeting,"February 5, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16516,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2.5.2025_bscoa_agenda.pdf
Village of Ballston Spa Board of Trustees Meeting,"January 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16276,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/01.27.25_att2.pdf
Village of Ballston Spa Board of Trustees Meeting,"January 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16276,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_01.27.25_fsr.pdf
Village of Ballston Spa Board of Trustees Meeting,"January 27, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16276,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._01.13.25.pdf
Park and Tree Meeting,"January 21, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/16451,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/park_and_tree_agenda_1.21.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"January 13, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15861,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/01.13.25_att.pdf
Village of Ballston Spa Board of Trustees Meeting,"January 13, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15861,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._12.09.24.pdf
Village of Ballston Spa Board of Trustees Meeting,"January 13, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15861,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/organizational_bd._mtg._01.06.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"January 13, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15861,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/special_mtg._01.02.25.pdf
Village of Ballston Spa Board of Trustees Meeting,"January 13, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15861,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/bd._mtg._12.16.24.pdf
Village of Ballston Spa Board of Trustees Meeting,"January 13, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15861,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_01.13.25_fsr.pdf
Reviatalize Ballston Spa (BOA) Steering Committee Meeting,"January 9, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15271,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_-_committee_meeting_1.9.25.pdf
Planning Board Meeting,"January 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15756,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/1.8.25_meeting_agenda.pdf
Planning Board Meeting,"January 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15756,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/site_plan_and_seqr_the_still.pdf
Planning Board Meeting,"January 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15756,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/scope_of_work_the_still.pdf
Planning Board Meeting,"January 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15756,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/floor_plan_the_still.pdf
Planning Board Meeting,"January 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15756,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/elevations_the_still.pdf
Planning Board Meeting,"January 8, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15756,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/17_washington_survey_the_still.pdf
2025 Village of Ballston Spa Organizational Meeting,"January 6, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15791,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/organizational_agenda_01.06.24_fsr.pdf
2025 Village of Ballston Spa Organizational Meeting,"January 6, 2025 - 7:00pm",https://www.ballstonspa.gov/home/events/15791,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/2025_org_meeting_attachments.pdf
Village of Ballston Spa Special Meeting,"January 2, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/15771,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/agenda_1.2.25_fsr.pdf
Village of Ballston Spa Special Meeting,"January 2, 2025 - 6:30pm",https://www.ballstonspa.gov/home/events/15771,https://www.ballstonspa.gov/sites/g/files/vyhlif6186/f/events/doclib-828945-v1-bspa_-_draft_mou_for_library_.pdf
